ID,LanguageName,Language,Latitude,Longitude,Family,Concept,Segments,ConceptB,SegmentsB,Colexification
722,"Tibetan (Sherpa)",sher1255,27.674,86.9994,Sino-Tibetan,SALTY,"tʃʰ aː q + ʈ o ŋ b u",SWEET,"ŋ o n + m u",0
723,"Tibetan (Sherpa)",sher1255,27.674,86.9994,Sino-Tibetan,SALTY,"tʃʰ aː q + ʈ o ŋ b u",SWEET,"ŋ o n + m u",0
700,"Tibetan (Sherpa)",sher1255,27.674,86.9994,Sino-Tibetan,SOUR,"k j u r + w u",SWEET,"ŋ o n + m u",0
701,"Tibetan (Sherpa)",sher1255,27.674,86.9994,Sino-Tibetan,SOUR,"k j u r + w u",SWEET,"ŋ o n + m u",0
712,"Tibetan (Sherpa)",sher1255,27.674,86.9994,Sino-Tibetan,SOUR,"k j u r + w u",SWEET,"ŋ o n + m u",0
713,"Tibetan (Sherpa)",sher1255,27.674,86.9994,Sino-Tibetan,SOUR,"k j u r + w u",SWEET,"ŋ o n + m u",0
41,"Sherdukpen Rupa",sher1256,27.203981,92.398629,Sino-Tibetan,BITTER,"a kʰ i o k",SOUR,"kʰ e t i",0
42,"Sherdukpen Rupa",sher1256,27.203981,92.398629,Sino-Tibetan,BITTER,"a kʰ i o k",SWEET,"a tʃ i",0
43,"Sherdukpen Rupa",sher1256,27.203981,92.398629,Sino-Tibetan,SOUR,"kʰ e t i",SWEET,"a tʃ i",0
160,Shergaon,sher1261,27.105018,92.272133,Sino-Tibetan,BITTER,"a + tɕʰ a k",SOUR,"a + kʰ ɛ̃ː",0
161,Shergaon,sher1261,27.105018,92.272133,Sino-Tibetan,BITTER,"a + tɕʰ a k",SWEET,"a + tɕ ĩː",0
162,Shergaon,sher1261,27.105018,92.272133,Sino-Tibetan,SOUR,"a + kʰ ɛ̃ː",SWEET,"a + tɕ ĩː",0
865,Shexian,shex1234,30.589829,118.428268,Sino-Tibetan,SALTY,"x ɛ ⁴⁴",SOUR,"s o ³¹",0
866,Shexian,shex1234,30.589829,118.428268,Sino-Tibetan,SALTY,"x ɛ ⁴⁴",SWEET,"tʰ e ⁴⁴",0
864,Shexian,shex1234,30.589829,118.428268,Sino-Tibetan,SOUR,"s o ³¹",SWEET,"tʰ e ⁴⁴",0
1735,Shipibo-Conibo,ship1254,-7.17105,-74.8219,Pano-Tacanan,BITTER,"m o k a",SWEET,"b a t a",0
1505,"Shom Peng",shom1245,7.02099,93.8064,,BITTER,"h e ɸ u o i",SALTY,"k u m e o i n",0
1506,"Shom Peng",shom1245,7.02099,93.8064,,BITTER,"h e ɸ u o i",SOUR,"d i aː u",0
1507,"Shom Peng",shom1245,7.02099,93.8064,,BITTER,"h e ɸ u o i",SWEET,"ɣ i ɸ i u",0
1508,"Shom Peng",shom1245,7.02099,93.8064,,SALTY,"k u m e o i n",SOUR,"d i aː u",0
1509,"Shom Peng",shom1245,7.02099,93.8064,,SALTY,"k u m e o i n",SWEET,"ɣ i ɸ i u",0
1510,"Shom Peng",shom1245,7.02099,93.8064,,SOUR,"d i aː u",SWEET,"ɣ i ɸ i u",0
2434,Shor,shor1247,52.3261,88.4344,Turkic,BITTER,"a tɕ ɯ ɣ",SOUR,"a tɕ ɯ ɣ",1
195,"Kua-nsi (Hedong)",sich1238,25.2871677,99.2546745,Sino-Tibetan,BITTER,"kʰ u ²¹",SOUR,"ts ɯ ⁵⁵",0
196,"Kua-nsi (Hedong)",sich1238,25.2871677,99.2546745,Sino-Tibetan,BITTER,"kʰ u ²¹",SWEET,"tsʰ ɿ ⁵⁵ + m ɨ ⁵⁵",0
197,"Kua-nsi (Hedong)",sich1238,25.2871677,99.2546745,Sino-Tibetan,SOUR,"ts ɯ ⁵⁵",SWEET,"tsʰ ɿ ⁵⁵ + m ɨ ⁵⁵",0
50,"Bugun Singchung",sing1271,27.195773,92.473437,Sino-Tibetan,BITTER,"kʰ o u",SOUR,"tʃ u ŋ",0
51,"Bugun Singchung",sing1271,27.195773,92.473437,Sino-Tibetan,BITTER,"kʰ o u",SWEET,"pʰ i j a m",0
52,"Bugun Singchung",sing1271,27.195773,92.473437,Sino-Tibetan,SOUR,"tʃ u ŋ",SWEET,"pʰ i j a m",0
2023,Tangkhul,sino1246,25.1167,94.3667,Sino-Tibetan,BITTER,"k a kʰ a",SOUR,"k a + tʰ u r",0
2024,Tangkhul,sino1246,25.1167,94.3667,Sino-Tibetan,BITTER,"k a kʰ a",SWEET,"k a + ʃ i m + a",0
2025,Tangkhul,sino1246,25.1167,94.3667,Sino-Tibetan,SOUR,"k a + tʰ u r",SWEET,"k a + ʃ i m + a",0
545,"Sirionó",siri1273,-15.5298,-63.9688,Tupian,SOUR,"r e j",SWEET,"tʃ e j",0
2034,"rGyalrong (Ganzi Danba Badi Munashan)",situ1238,31.060903,101.855001,Sino-Tibetan,BITTER,"k ə + tɕ e p",SOUR,"k ə + tɕ u r",0
2035,"rGyalrong (Ganzi Danba Badi Munashan)",situ1238,31.060903,101.855001,Sino-Tibetan,BITTER,"k ə + tɕ e p",SWEET,"k ə + tɕʰ ə",0
2036,"rGyalrong (Ganzi Danba Badi Munashan)",situ1238,31.060903,101.855001,Sino-Tibetan,SOUR,"k ə + tɕ u r",SWEET,"k ə + tɕʰ ə",0
2104,"Skolt Sami",skol1241,68.83,29.72,Uralic,BITTER,"p ɛ tʃʲ c cçʲ ɛ r",SOUR,"k u a sʲ tʲː ɘ",0
2105,"Skolt Sami",skol1241,68.83,29.72,Uralic,BITTER,"p ɛ tʃʲ c cçʲ ɛ r",SWEET,"ɲ aː ʎʲ ɛ s",0
2106,"Skolt Sami",skol1241,68.83,29.72,Uralic,SOUR,"k u a sʲ tʲː ɘ",SWEET,"ɲ aː ʎʲ ɛ s",0
2207,Slovene,slov1268,46.25,14.78,Indo-European,BITTER,"g r ɛ n aː ² k",SOUR,"k iː ² s ɛ l",0
2208,Slovene,slov1268,46.25,14.78,Indo-European,BITTER,"g r ɛ n aː ² k",SWEET,"s l aː ² d ɛ k",0
2209,Slovene,slov1268,46.25,14.78,Indo-European,SOUR,"k iː ² s ɛ l",SWEET,"s l aː ² d ɛ k",0
2210,Slovak,slov1269,48.55,18.78,Indo-European,BITTER,"ɦ ɔ r k iː",SOUR,"k i s lˠ iː",0
2211,Slovak,slov1269,48.55,18.78,Indo-European,BITTER,"ɦ ɔ r k iː",SWEET,"s lˠ a t k iː",0
2212,Slovak,slov1269,48.55,18.78,Indo-European,SOUR,"k i s lˠ iː",SWEET,"s lˠ a t k iː",0
1511,Soo,sooo1256,2.58367,34.7595,Kuliak,BITTER,"p a ɗ",SALTY,"n a w a t",0
1512,Soo,sooo1256,2.58367,34.7595,Kuliak,BITTER,"p a ɗ",SOUR,"b a r",0
1513,Soo,sooo1256,2.58367,34.7595,Kuliak,BITTER,"p a ɗ",SWEET,"s a t",0
1514,Soo,sooo1256,2.58367,34.7595,Kuliak,SALTY,"n a w a t",SOUR,"b a r",0
1515,Soo,sooo1256,2.58367,34.7595,Kuliak,SALTY,"n a w a t",SWEET,"s a t",0
1516,Soo,sooo1256,2.58367,34.7595,Kuliak,SOUR,"b a r",SWEET,"s a t",0
2076,"Southern Sami",sout2674,64.25,12.6,Uralic,BITTER,"p i h ts ɛ d s",SOUR,"p æː tʃ k i ɛ s",0
2077,"Southern Sami",sout2674,64.25,12.6,Uralic,BITTER,"p i h ts ɛ d s",SWEET,"s i ɛ t i ɛ s",0
2078,"Southern Sami",sout2674,64.25,12.6,Uralic,BITTER,"p æː tʃ k i ɛ s",SOUR,"p æː tʃ k i ɛ s",1
2079,"Southern Sami",sout2674,64.25,12.6,Uralic,BITTER,"p æː tʃ k i ɛ s",SWEET,"s i ɛ t i ɛ s",0
2080,"Southern Sami",sout2674,64.25,12.6,Uralic,SOUR,"p æː tʃ k i ɛ s",SWEET,"s i ɛ t i ɛ s",0
2435,"South Altay",sout2694,50.1347,86.8705,Turkic,BITTER,"a tɕ u",SOUR,"a tɕ u",1
2436,"South Altay",sout2694,50.1347,86.8705,Turkic,BITTER,"a tɕ u",SWEET,"t a t u",0
2437,"South Altay",sout2694,50.1347,86.8705,Turkic,SOUR,"a tɕ u",SWEET,"t a t u",0
2780,"S. Muji",sout2722,22.895906,103.222074,Sino-Tibetan,BITTER,"qʰ a ⁵⁵",SALTY,"qʰ a ⁵⁵",1
2781,"S. Muji",sout2722,22.895906,103.222074,Sino-Tibetan,BITTER,"qʰ a ⁵⁵",SOUR,"tɕ ɛ ³³",0
2782,"S. Muji",sout2722,22.895906,103.222074,Sino-Tibetan,BITTER,"qʰ a ⁵⁵",SWEET,"tsʰ ɯ ²¹",0
2783,"S. Muji",sout2722,22.895906,103.222074,Sino-Tibetan,SALTY,"qʰ a ⁵⁵",SOUR,"tɕ ɛ ³³",0
2784,"S. Muji",sout2722,22.895906,103.222074,Sino-Tibetan,SALTY,"qʰ a ⁵⁵",SWEET,"tsʰ ɯ ²¹",0
2779,"S. Muji",sout2722,22.895906,103.222074,Sino-Tibetan,SOUR,"tɕ ɛ ³³",SWEET,"tsʰ ɯ ²¹",0
2504,"Yi (Mojiang)",sout2723,24.41,103.43,Sino-Tibetan,BITTER,"kʰ ɒ ³³",SALTY,"kʰ ɒ ³³",1
2505,"Yi (Mojiang)",sout2723,24.41,103.43,Sino-Tibetan,BITTER,"kʰ ɒ ³³",SOUR,"tɕ e ⁵⁵",0
2506,"Yi (Mojiang)",sout2723,24.41,103.43,Sino-Tibetan,BITTER,"kʰ ɒ ³³",SWEET,"tsʰ i ⁵⁵",0
2507,"Yi (Mojiang)",sout2723,24.41,103.43,Sino-Tibetan,SALTY,"kʰ ɒ ³³",SOUR,"tɕ e ⁵⁵",0
2508,"Yi (Mojiang)",sout2723,24.41,103.43,Sino-Tibetan,SALTY,"kʰ ɒ ³³",SWEET,"tsʰ i ⁵⁵",0
2503,"Yi (Mojiang)",sout2723,24.41,103.43,Sino-Tibetan,SOUR,"tɕ e ⁵⁵",SWEET,"tsʰ i ⁵⁵",0
2012,Rengma,sout2732,25.0667,94.6333,Sino-Tibetan,BITTER,"k e + kʰ a",SOUR,"k e s a ŋ",0
2013,Rengma,sout2732,25.0667,94.6333,Sino-Tibetan,BITTER,"k e + kʰ a",SWEET,"k e n e n i",0
2014,Rengma,sout2732,25.0667,94.6333,Sino-Tibetan,SOUR,"k e s a ŋ",SWEET,"k e n e n i",0
1704,"Southern Yukaghir",sout2750,65.75,150.83,Yukaghir,BITTER,"n u m u dʒ uː",SOUR,"n u m u dʒ uː",1
1705,"Southern Yukaghir",sout2750,65.75,150.83,Yukaghir,BITTER,"n u m u dʒ uː",SWEET,"tʃ o ŋ uː",0
1706,"Southern Yukaghir",sout2750,65.75,150.83,Yukaghir,SOUR,"n u m u dʒ uː",SWEET,"tʃ o ŋ uː",0
290,"Qiandong, South",sout2754,25.520166,108.779365,Hmong-Mien,BITTER,"ʔ a ¹³",SALTY,"ȵ i ²⁴ + ts ei ⁵³",0
291,"Qiandong, South",sout2754,25.520166,108.779365,Hmong-Mien,BITTER,"ʔ a ¹³",SOUR,"ɕ u ¹³",0
292,"Qiandong, South",sout2754,25.520166,108.779365,Hmong-Mien,BITTER,"ʔ a ¹³",SWEET,"q a n ¹³ + t a ŋ ³¹",0
293,"Qiandong, South",sout2754,25.520166,108.779365,Hmong-Mien,SALTY,"ȵ i ²⁴ + ts ei ⁵³",SOUR,"ɕ u ¹³",0
294,"Qiandong, South",sout2754,25.520166,108.779365,Hmong-Mien,SALTY,"ȵ i ²⁴ + ts ei ⁵³",SWEET,"q a n ¹³ + t a ŋ ³¹",0
289,"Qiandong, South",sout2754,25.520166,108.779365,Hmong-Mien,SOUR,"ɕ u ¹³",SWEET,"q a n ¹³ + t a ŋ ³¹",0
1517,"Southeast Ijo",sout2774,4.44235,6.32192,Ijoid,BITTER,"a k ʊ",SALTY,"a k ʊ",1
1518,"Southeast Ijo",sout2774,4.44235,6.32192,Ijoid,BITTER,"a k ʊ",SOUR,"ɓ a ʊ",0
1519,"Southeast Ijo",sout2774,4.44235,6.32192,Ijoid,BITTER,"a k ʊ",SWEET,"ɓ ɛ l ɛ",0
1520,"Southeast Ijo",sout2774,4.44235,6.32192,Ijoid,SALTY,"a k ʊ",SOUR,"ɓ a ʊ",0
1521,"Southeast Ijo",sout2774,4.44235,6.32192,Ijoid,SALTY,"a k ʊ",SWEET,"ɓ ɛ l ɛ",0
1522,"Southeast Ijo",sout2774,4.44235,6.32192,Ijoid,SOUR,"ɓ a ʊ",SWEET,"ɓ ɛ l ɛ",0
1523,"Southern Nambikuára",sout2994,-14.3707,-59.5187,Nambiquaran,BITTER,"t a̰ n",SALTY,"s a̰ h n ʔ e k i s u",0
1524,"Southern Nambikuára",sout2994,-14.3707,-59.5187,Nambiquaran,BITTER,"t a̰ n",SOUR,"k a h",0
1525,"Southern Nambikuára",sout2994,-14.3707,-59.5187,Nambiquaran,SALTY,"s a̰ h n ʔ e k i s u",SOUR,"k a h",0
2629,Mangdi,sout3210,23.5,99.33,Sino-Tibetan,BITTER,"kʰ ɑ ²¹",SOUR,"tɕ i ⁵⁵",0
2630,Mangdi,sout3210,23.5,99.33,Sino-Tibetan,BITTER,"kʰ ɑ ²¹",SWEET,"tsʰ ɿ ⁵⁵",0
2631,Mangdi,sout3210,23.5,99.33,Sino-Tibetan,SOUR,"tɕ i ⁵⁵",SWEET,"tsʰ ɿ ⁵⁵",0
424,Spanish,stan1288,42.25,-3.7,Indo-European,BITTER,"a m a ɾ ɣ o",SOUR,"a ɣ ɾ j o",0
425,Spanish,stan1288,42.25,-3.7,Indo-European,BITTER,"a m a ɾ ɣ o",SWEET,"d u l θ e",0
426,Spanish,stan1288,42.25,-3.7,Indo-European,SOUR,"a ɣ ɾ j o",SWEET,"d u l θ e",0
436,Catalan,stan1289,41.45,1.57,Indo-European,BITTER,"ə m a ɾ k",SOUR,"a ɣ ɾ ə",0
437,Catalan,stan1289,41.45,1.57,Indo-European,BITTER,"ə m a ɾ k",SWEET,"d̪ ɔ lˠ s",0
438,Catalan,stan1289,41.45,1.57,Indo-European,SOUR,"a ɣ ɾ ə",SWEET,"d̪ ɔ lˠ s",0
442,French,stan1290,48.0,2.0,Indo-European,BITTER,"a m ɛː ʁ",SOUR,"ɛː g ʁ ə",0
443,French,stan1290,48.0,2.0,Indo-European,BITTER,"a m ɛː ʁ",SWEET,"d u",0
444,French,stan1290,48.0,2.0,Indo-European,SOUR,"ɛː g ʁ ə",SWEET,"d u",0
472,English,stan1293,52.0,0.0,Indo-European,BITTER,"b ɪ t ə ɹ",SALTY,"s ɔː l t ɪ",0
473,English,stan1293,52.0,0.0,Indo-European,BITTER,"b ɪ t ə ɹ",SOUR,"s aʊ ə ɹ",0
474,English,stan1293,52.0,0.0,Indo-European,BITTER,"b ɪ t ə ɹ",SWEET,"s w iː t",0
470,English,stan1293,52.0,0.0,Indo-European,SALTY,"s ɔː l t ɪ",SOUR,"s aʊ ə ɹ",0
471,English,stan1293,52.0,0.0,Indo-European,SALTY,"s ɔː l t ɪ",SWEET,"s w iː t",0
475,English,stan1293,52.0,0.0,Indo-European,SOUR,"s aʊ ə ɹ",SWEET,"s w iː t",0
430,German,stan1295,52.27,10.5,Indo-European,BITTER,"b ɪ t ɐ",SOUR,"z a ʊ ɐ",0
431,German,stan1295,52.27,10.5,Indo-European,BITTER,"b ɪ t ɐ",SWEET,"z yː s",0
432,German,stan1295,52.27,10.5,Indo-European,SOUR,"z a ʊ ɐ",SWEET,"z yː s",0
2343,"Standard Arabic",stan1318,27.96,43.85,Afro-Asiatic,BITTER,"m u rː",SOUR,"ħ aː m ɨ dˤ",0
2344,"Standard Arabic",stan1318,27.96,43.85,Afro-Asiatic,BITTER,"m u rː",SWEET,"ħ a l w",0
2345,"Standard Arabic",stan1318,27.96,43.85,Afro-Asiatic,SOUR,"ħ aː m ɨ dˤ",SWEET,"ħ a l w",0
1526,Suabo,suab1238,-2.07971,132.157,Inanwatan,SALTY,"m u e r a",SWEET,"a p e w o",0
1527,Sumerian,sume1241,31.3,45.6667,,BITTER,"ʃ e ʃ",SALTY,"m u n",0
1528,Sumerian,sume1241,31.3,45.6667,,BITTER,"ʃ e ʃ",SWEET,"t u k",0
1529,Sumerian,sume1241,31.3,45.6667,,SALTY,"m u n",SWEET,"t u k",0
2018,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,BITTER,"k u m ts a",SOUR,"k e m p o i",0
2019,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,BITTER,"k u m ts a",SWEET,"n a m z o i",0
2020,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,BITTER,"k u m ts a",SWEET,"ŋ o i n iː",0
2021,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,SOUR,"k e m p o i",SWEET,"n a m z o i",0
2022,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,SOUR,"k e m p o i",SWEET,"ŋ o i n iː",0
376,"Daitu Nyaung Chaung Ywa",sumt1234,19.67484093,94.01331329,Sino-Tibetan,BITTER,"ɑ + kʰ o",SOUR,"ɑ + tʰ u",0
377,"Daitu Nyaung Chaung Ywa",sumt1234,19.67484093,94.01331329,Sino-Tibetan,BITTER,"ɑ + kʰ o",SWEET,"ɑ + t w i",0
378,"Daitu Nyaung Chaung Ywa",sumt1234,19.67484093,94.01331329,Sino-Tibetan,SOUR,"ɑ + tʰ u",SWEET,"ɑ + t w i",0
726,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SALTY,"kʰ aː r + s j o",0
727,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SALTY,"kʰ aː r + s j o",0
728,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SOUR,"g j u r + s j o",0
729,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SOUR,"g j u r + s j o",0
730,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SWEET,"dʒ i dʒ i",0
731,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SWEET,"dʒ i dʒ i",0
738,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SALTY,"kʰ aː r + s j o",0
739,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SALTY,"kʰ aː r + s j o",0
740,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SOUR,"g j u r + s j o",0
741,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SOUR,"g j u r + s j o",0
742,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SWEET,"dʒ i dʒ i",0
743,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,BITTER,"k aː + s j o",SWEET,"dʒ i dʒ i",0
732,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SOUR,"g j u r + s j o",0
733,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SOUR,"g j u r + s j o",0
734,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SWEET,"dʒ i dʒ i",0
735,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SWEET,"dʒ i dʒ i",0
744,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SOUR,"g j u r + s j o",0
745,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SOUR,"g j u r + s j o",0
746,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SWEET,"dʒ i dʒ i",0
747,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SALTY,"kʰ aː r + s j o",SWEET,"dʒ i dʒ i",0
724,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SOUR,"g j u r + s j o",SWEET,"dʒ i dʒ i",0
725,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SOUR,"g j u r + s j o",SWEET,"dʒ i dʒ i",0
736,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SOUR,"g j u r + s j o",SWEET,"dʒ i dʒ i",0
737,Sunwar,sunw1242,27.5201,86.2476,Sino-Tibetan,SOUR,"g j u r + s j o",SWEET,"dʒ i dʒ i",0
1530,Suri,suri1267,6.03205,35.0823,Surmic,SALTY,"c ɔ j i",SOUR,"m i ɾ g a ɾ i",0
1531,Suri,suri1267,6.03205,35.0823,Surmic,SALTY,"c ɔ j i",SWEET,"l u l u j",0
1532,Suri,suri1267,6.03205,35.0823,Surmic,SOUR,"m i ɾ g a ɾ i",SWEET,"l u l u j",0
527,"Suruí",suru1262,-11.0989,-61.2818,Tupian,SOUR,"a j",SWEET,"e ʔ e",0
1535,Swahili,swah1253,-6.5,39.0,Atlantic-Congo,BITTER,"tʃ u ⁿg u",SALTY,"tʃ u ⁿv i",0
1536,Swahili,swah1253,-6.5,39.0,Atlantic-Congo,BITTER,"tʃ u ⁿg u",SOUR,"tʃ u ⁿg u",1
1537,Swahili,swah1253,-6.5,39.0,Atlantic-Congo,BITTER,"tʃ u ⁿg u",SWEET,"t a m u",0
1533,Swahili,swah1253,-6.5,39.0,Atlantic-Congo,SALTY,"tʃ u ⁿv i",SOUR,"tʃ u ⁿg u",0
1534,Swahili,swah1253,-6.5,39.0,Atlantic-Congo,SALTY,"tʃ u ⁿv i",SWEET,"t a m u",0
1538,Swahili,swah1253,-6.5,39.0,Atlantic-Congo,SOUR,"tʃ u ⁿg u",SWEET,"t a m u",0
479,Swedish,swed1254,59.8,17.39,Indo-European,BITTER,"b ɛ sː k",SOUR,"s ʉː r",0
480,Swedish,swed1254,59.8,17.39,Indo-European,BITTER,"b ɛ sː k",SWEET,"s øː t",0
481,Swedish,swed1254,59.8,17.39,Indo-European,BITTER,"b ɪ tː ə r",SOUR,"s ʉː r",0
482,Swedish,swed1254,59.8,17.39,Indo-European,BITTER,"b ɪ tː ə r",SWEET,"s øː t",0
483,Swedish,swed1254,59.8,17.39,Indo-European,SOUR,"s ʉː r",SWEET,"s øː t",0
73,Takia,taki1248,-4.66667,146.0,Austronesian,BITTER,"gː e",SALTY,"b e i g + b e i g",0
74,Takia,taki1248,-4.66667,146.0,Austronesian,BITTER,"gː e",SOUR,"m n a k",0
75,Takia,taki1248,-4.66667,146.0,Austronesian,BITTER,"gː e",SWEET,"b l b a l",0
71,Takia,taki1248,-4.66667,146.0,Austronesian,SALTY,"b e i g + b e i g",SOUR,"m n a k",0
72,Takia,taki1248,-4.66667,146.0,Austronesian,SALTY,"b e i g + b e i g",SWEET,"b l b a l",0
76,Takia,taki1248,-4.66667,146.0,Austronesian,SOUR,"m n a k",SWEET,"b l b a l",0
2663,Taliu,talu1238,26.55219217,100.8467043,Sino-Tibetan,BITTER,"kʰ a ²¹",SALTY,"kʰ a ²¹",1
2664,Taliu,talu1238,26.55219217,100.8467043,Sino-Tibetan,BITTER,"kʰ a ²¹",SOUR,"ʈʂ u ⁵⁵",0
2665,Taliu,talu1238,26.55219217,100.8467043,Sino-Tibetan,BITTER,"kʰ a ²¹",SWEET,"ʈʂʰ i ⁵⁵",0
2666,Taliu,talu1238,26.55219217,100.8467043,Sino-Tibetan,SALTY,"kʰ a ²¹",SOUR,"ʈʂ u ⁵⁵",0
2667,Taliu,talu1238,26.55219217,100.8467043,Sino-Tibetan,SALTY,"kʰ a ²¹",SWEET,"ʈʂʰ i ⁵⁵",0
2662,Taliu,talu1238,26.55219217,100.8467043,Sino-Tibetan,SOUR,"ʈʂ u ⁵⁵",SWEET,"ʈʂʰ i ⁵⁵",0
412,Tamil,tami1289,10.52,78.83,Dravidian,BITTER,"k ʌ s ʌ pː ɑː n ʌ",SOUR,"p u ɭ i pː ɑː k ʌ",0
413,Tamil,tami1289,10.52,78.83,Dravidian,BITTER,"k ʌ s ʌ pː ɑː n ʌ",SWEET,"i n i pː ɑː n ʌ",0
414,Tamil,tami1289,10.52,78.83,Dravidian,SOUR,"p u ɭ i pː ɑː k ʌ",SWEET,"i n i pː ɑː n ʌ",0
2458,Tampuan,tamp1251,13.56447,107.24544,Austroasiatic,BITTER,"t a ŋ",SOUR,"j ə̤ u ʔ",0
2801,Toloza,tang1372,26.62042438,100.0342986,Sino-Tibetan,BITTER,"kʰ o ³³",SALTY,"kʰ o ³³",1
2802,Toloza,tang1372,26.62042438,100.0342986,Sino-Tibetan,BITTER,"kʰ o ³³",SOUR,"ʈʂ i ³³",0
2803,Toloza,tang1372,26.62042438,100.0342986,Sino-Tibetan,BITTER,"kʰ o ³³",SWEET,"ʈʂʰ i ³³",0
2804,Toloza,tang1372,26.62042438,100.0342986,Sino-Tibetan,SALTY,"kʰ o ³³",SOUR,"ʈʂ i ³³",0
2805,Toloza,tang1372,26.62042438,100.0342986,Sino-Tibetan,SALTY,"kʰ o ³³",SWEET,"ʈʂʰ i ³³",0
2800,Toloza,tang1372,26.62042438,100.0342986,Sino-Tibetan,SOUR,"ʈʂ i ³³",SWEET,"ʈʂʰ i ³³",0
1547,"Tarifiyt Berber",tari1263,34.5,-4.0,Afro-Asiatic,BITTER,"a m aː zˤ a g",SALTY,"a m ə dʒː a ħ",0
1548,"Tarifiyt Berber",tari1263,34.5,-4.0,Afro-Asiatic,BITTER,"a m aː zˤ a g",SOUR,"a s ə mː a m",0
1549,"Tarifiyt Berber",tari1263,34.5,-4.0,Afro-Asiatic,BITTER,"a m aː zˤ a g",SWEET,"m i zˤ i ðˤ",0
1545,"Tarifiyt Berber",tari1263,34.5,-4.0,Afro-Asiatic,SALTY,"a m ə dʒː a ħ",SOUR,"a s ə mː a m",0
1546,"Tarifiyt Berber",tari1263,34.5,-4.0,Afro-Asiatic,SALTY,"a m ə dʒː a ħ",SWEET,"m i zˤ i ðˤ",0
1550,"Tarifiyt Berber",tari1263,34.5,-4.0,Afro-Asiatic,SOUR,"a s ə mː a m",SWEET,"m i zˤ i ðˤ",0
1487,Seediq,taro1264,23.9032,121.358,Austronesian,BITTER,"m ŋ i h u r",SALTY,"s tː i m u",0
1488,Seediq,taro1264,23.9032,121.358,Austronesian,BITTER,"m ŋ i h u r",SOUR,"m b a s i",0
1489,Seediq,taro1264,23.9032,121.358,Austronesian,BITTER,"m ŋ i h u r",SWEET,"m s i b u s",0
1490,Seediq,taro1264,23.9032,121.358,Austronesian,SALTY,"s tː i m u",SOUR,"m b a s i",0
1491,Seediq,taro1264,23.9032,121.358,Austronesian,SALTY,"s tː i m u",SWEET,"m s i b u s",0
1492,Seediq,taro1264,23.9032,121.358,Austronesian,SOUR,"m b a s i",SWEET,"m s i b u s",0
2262,Tatar,tata1255,55.0,50.0,Turkic,BITTER,"a tɕ ɤ",SOUR,"æ tɕ e",0
2263,Tatar,tata1255,55.0,50.0,Turkic,BITTER,"a tɕ ɤ",SWEET,"t a t l ɤ",0
2264,Tatar,tata1255,55.0,50.0,Turkic,SOUR,"æ tɕ e",SWEET,"t a t l ɤ",0
1551,Taushiro,taus1253,-3.22497,-75.5603,,SALTY,"i ʔ ɲ u ʔʰ u ɨ n",SWEET,"k o ʔʰ u ɨ n",0
846,Tebul_Ure,tebu1239,14.69,-3.11,Dogon,BITTER,"g a l ɛː",SWEET,"ɛ l ɛː",0
